Date,SPY_ret,TLT_ret,GLD_ret,VIX
2005-01-04,-0.012294772379898277,-0.010534091123304713,-0.006529845317733264,13.979999542236328
2005-01-05,-0.006924889578538061,0.005338225262775881,-0.0016392348746523818,14.09000015258789
2005-01-06,0.005071469362309558,0.0006797687390374868,-0.012261333638891793,13.579999923706055
2005-01-07,-0.0014342895024631107,0.0022606410089952263,-0.007381897245418499,13.489999771118164
2005-01-10,0.004717389570300336,0.0015799551328874724,0.002625627696485633,13.229999542236328
2005-01-11,-0.006914675709421912,0.005846133434662886,0.006178687004495116,13.1899995803833
2005-01-12,0.0032945493438768514,0.0013446422193184738,0.009197079351984367,12.5600004196167
2005-01-13,-0.008044461388551144,0.009582995586351754,0.0,12.84000015258789
2005-01-14,0.005257076613557898,-0.0001106838636190871,-0.0065944371176744334,12.430000305175781
2005-01-18,0.010348990384027269,0.003322025057312405,0.0,12.470000267028809
2005-01-19,-0.010518112057744852,0.0028693313421928085,-0.0014188078686102948,13.180000305175781
2005-01-20,-0.006109043714005085,0.0019807643284371406,-0.00023661866710279286,13.829999923706055
2005-01-21,-0.00614601421080059,0.001099634644527847,0.011530935359385552,14.359999656677246
2005-01-24,-0.0019717140859910214,0.004276457732478934,0.0007016437791639085,14.649999618530273
2005-01-25,0.002827165866771066,-0.009454394326180256,-0.012469253807297102,14.0600004196167
2005-01-26,0.0029906402630969155,0.0018774998436153108,0.010596989466519383,13.4399995803833
2005-01-27,0.0017041893530816887,-0.0018774998436153567,-0.0016410669918453088,13.239999771118164
2005-01-28,0.0,0.01000141485650951,0.001641066991845344,13.239999771118164
2005-01-31,0.0061972398260999075,0.0028387120886052193,-0.011070597267868664,12.819999694824219
2005-02-01,0.006327618487811704,-0.001587669945954821,-0.0028463668889051274,12.029999732971191
2005-02-02,0.0030227759464568358,0.002299683933736257,0.0014241961696689009,11.65999984741211
2005-02-03,-0.0026027151651665218,-0.0005471593020745161,-0.011450495846862259,11.789999961853027
